pergunta;resposta
Qual o principal contraste entre comutação de pacotes e comutação de circuitos?;A comutação de pacotes envia pacotes individualmente por ligações partilhadas, enquanto a comutação de circuitos estabelece uma ligação virtual dedicada para a transmissão.
Qual benefício a comutação de pacotes oferece em relação à comutação de circuitos?;A comutação de pacotes otimiza o uso da largura de banda da rede e reduz a latência.
Qual tipo de comutação de pacotes garante a entrega ordenada dos pacotes?;A comutação de pacotes com ligação (circuito virtual).
Qual protocolo é um exemplo de comutação de pacotes sem ligação?;O Protocolo IP (Internet Protocol).
Quem está associado ao desenvolvimento da comutação de pacotes?;Donald Davies e Paul Baran.
Qual técnica a comutação de pacotes utiliza para melhorar o uso dos recursos da rede?;Multiplexagem temporal estatística.
Qual desvantagem a comutação de pacotes sem ligação apresenta em comparação com a comutação com ligação?;Pode introduzir jitter (variação no tempo de chegada dos pacotes).
O que é um circuito virtual na comutação de pacotes?;Um caminho pré-estabelecido na rede por onde todos os pacotes seguem, garantindo a entrega em ordem.
O que é jitter no contexto de comutação de pacotes?;Variação no tempo de chegada dos pacotes, causando inconsistências no serviço.
O que é um datagrama na comutação de pacotes sem ligação?;Um pacote que é encaminhado independentemente, contendo sempre o endereço de origem e destino.
