pergunta;resposta  
Jacksonville é a cidade mais populosa do estado da Flórida. Qual é a sua posição no ranking populacional nacional?;12º lugar no país  
Quando foi incorporada Jacksonville?;1832  
Qual foi o nome do Super Bowl realizado em Jacksonville em 2005?;XXXIX Super Bowl  
Qual é o recorde de temperatura alta em janeiro em Jacksonville?;85°F  
Qual é o nome do tribunal de justiça local em Jacksonville?;Corte do Condado de Duval  
Quem foi o primeiro governador da Flórida e após quem foi nomeada Jacksonville?;Andrew Jackson  
Qual é o nome do rio que fica perto de Jacksonville?;rio St. Johns  
Qual é o nome do time de futebol americano baseado em Jacksonville?;Jacksonville Jaguars  
Qual é o nome oficial da cidade de Jacksonville?;Cidade de Jacksonville e Condado de Duval  
Qual é o recorde de temperatura baixa em fevereiro em Jacksonville?;10°F
