pergunta;resposta  
Qual é o principal indicador utilizado para medir a desigualdade econômica?;Coeficiente de Gini  
Quem é um dos principais pesquisadores da desigualdade econômica?;Branko Milanović  
O que a curva de Kuznets ilustra sobre a desigualdade econômica?;A variação ao longo do tempo  
Qual organização desenvolveu o Índice de Desenvolvimento Humano Ajustado pela Desigualdade?;Organização das Nações Unidas (ONU)  
O que é um conceito fundamental associado à igualdade além da equidade?;Igualdade de oportunidades  
Qual livro aborda a desigualdade econômica e sua relação com o capitalismo moderno?;Capital no Século XXI  
Como a globalização afeta a desigualdade econômica global?;Reduzindo-a  
Qual tipo de gráfico pode ser usado para representar a distribuição de riqueza?;Gráfico de barras  
O que é um termo-chave utilizado para descrever a concentração excessiva de riqueza entre poucos?;Disparidade de riqueza  
Quais são os principais conceitos de igualdade mencionados no contexto?;Equidade, igualdade de resultados e igualdade de oportunidades
