pergunta;resposta
O que caracteriza a desobediência civil?;A recusa em obedecer a leis consideradas injustas, de forma não violenta e aberta.
Qual o principal objetivo da desobediência civil, segundo o contexto?;Questionar a legitimidade de uma lei ou política.
Como a desobediência civil se diferencia de outras formas de protesto?;Envolve a recusa em obedecer a uma lei específica, de forma pública e não violenta.
Qual a importância da não violência na desobediência civil?;É um princípio fundamental para garantir a legitimidade do movimento e evitar a escalada da violência.
A desobediência civil é sempre legal?;Não, ela envolve a violação deliberada de leis consideradas injustas.
O que significa a expressão "aberta" no contexto da desobediência civil?;Significa que o ato de desobediência é realizado de forma pública e assumida, sem ocultação.
Qual a relação entre desobediência civil e a busca por justiça?;A desobediência civil é utilizada como ferramenta para desafiar leis e políticas que são percebidas como injustas, buscando promover a justiça.
Em que situações a desobediência civil pode ser considerada uma ferramenta legítima?;Quando as leis são consideradas profundamente injustas e outras vias de mudança se mostram ineficazes.
Qual a diferença entre desobediência civil e anarquia?;A desobediência civil busca transformar o sistema legal, enquanto a anarquia busca a sua abolição.
O que a desobediência civil exige dos participantes?;Exige coragem, convicção e disposição para enfrentar as consequências legais de seus atos.
