pergunta;resposta
Qual é o principal característica da desobediência civil?;É uma forma de protesto político feito pacificamente contra injustiças ou governos opressores.
Quem originalmente formulou o conceito de desobediência civil?;Henry David Thoreau
Qual líder utilizou a desobediência civil na independência da Índia e do Paquistão?;Mahatma Gandhi
Como Martin Luther King Jr. usou a desobediência civil nos Estados Unidos?;Na luta pelos direitos civis e contra a segregação racial.
Em que situação uma população pode desobedecer legalmente seu governo?;Quando o governo não satisfaz as exigências da população.
Qual movimento na Assam utilizou métodos de desobediência civil?;O Movimento de Assam
Cite um evento onde a desobediência civil foi usada contra a segregação racial;A luta pelos direitos civis nos Estados Unidos
Qual modelo wiki está associado ao conceito de desobediência civil?;Template:Other uses
Quem é conhecido por ideias relacionadas à desobediência civil?;Henry David Thoreau
Qual termo descreve o ato de não obedecer leis injustas?;Desobediência civil
