pergunta;resposta
3. Expansion, heat to work; use of centrifugal governors
pergunta;resposta
Qual é o tipo principal deomba que explora a pressão do vapor?;Steam engine
Em qual ano foi elaborada a idéia da máquina a vapor baseada no princípio de vapor?;18th-century inventions
Qual era o principal uso historicamente da máquina a vapor?;Nautical steam engines
Qual é a relação entre a expansão do vapor e a geração de trabalho na máquina a vapor?;The expansion of vapor produces energy that drives the turbine
Em qual ano foi construído o USCGC Excalibur, que utiliza esta tecnologia?;1902
Qual é um exemplo de navio que ainda utiliza a técnica da máquina a vapor?;U.S.S. Lyndonia (1854)
Qual é a natureza da energia que gera esta máquina?;High-pressure steam
