pergunta;resposta
Qual o principal papel do sistema imunológico?;Defender o organismo contra agentes invasores
Quais são as células de defesa do sistema imunológico?;Linfócitos, macrófagos e neutrófilos
O que são anticorpos e qual sua função?;Proteínas produzidas por células do sistema imunológico para neutralizar antígenos
Qual a diferença entre sistema imunológico inato e adaptativo?;O inato é a primeira linha de defesa, enquanto o adaptativo é mais específico e desenvolve memória
O que são antígenos?;Substâncias que desencadeiam uma resposta imune
Qual a importância dos macrófagos no sistema imunológico?;Fagocitam agentes invasores e apresentam antígenos para outras células de defesa
Como a memória imunológica contribui para a proteção do organismo?;Permite uma resposta mais rápida e eficiente em reinfecções
O que é uma vacina e como ela funciona?;Prepara o organismo para combater um agente infeccioso, estimulando a produção de anticorpos
Qual o papel dos linfócitos B no sistema imunológico?;Produzem anticorpos específicos para cada antígeno
O que acontece quando o sistema imunológico ataca o próprio organismo?;Ocorre uma doença autoimune
