pergunta;resposta
De onde descendia a aristocracia dos normandos?;Da Escandinávia.
Qual é o significado da palavra "normando"?;Homens do Norte.
Em que evento histórico os normandos conquistaram a Inglaterra?;Na Conquista Normanda da Inglaterra.
Quais regiões da Europa foram influenciadas pelos normandos?;Norte e mediterrânea da Europa Medieval.
Em qual batalha os normandos lutaram contra os sicilianos?;Na Batalha de Cerami.
Qual castelo foi construído pelos normandos segundo as informações fornecidas?;Waytemore Castle.
A que etnia pertenciam a família Hauteville?;Normandos.
Quais eram as línguas faladas pelos normandos?;Latim, Norman antigo e Nórdico antigo.
Que tipo de influência arquitetônica os normandos deixaram?;Estilo normando.
O que significa a palavra "vikingr" em nórdico antigo?;Expedições no mar.
