<think>
Alright, let's tackle this query step by step. The user has provided a specific task to generate 10 objective question-answer pairs in CSV format based on the context of "Comutação_de_pacotes." First, I need to understand what exactly they're asking for.

They want each pair to have a question and its correct answer, separated by a semicolon. The questions should cover different aspects of packet switching, ensuring variety and relevance. Since the context is in Portuguese, all questions and answers must be in that language as well.

I'll start by recalling key points about packet switching: what it is, how it works, advantages over circuit switching, components involved like routers, and examples of technologies that use this method, such as IP networks and MPLS. 

Next, I need to frame these into clear, concise questions. For example, defining packet switching might be the first question. Then, contrasting it with circuit switching could highlight its efficiency advantage. Questions about essential devices introduce components like routers.

I must ensure each question has only one correct answer, which should be directly derivable from the context. Avoiding similar questions is crucial to maintain variety. I'll also need to structure them in a way that progressively covers different facets of the topic without repetition.

Once all pairs are crafted, formatting them into CSV as specified is straightforward. Ensuring there's no additional text or explanations beyond the required data points is essential to meet the user's instructions precisely.

Finally, reviewing each pair for clarity and correctness against the context will help maintain accuracy. This process should result in a comprehensive set of questions that effectively test understanding of packet switching.
</think>

```csv
pergunta;resposta
O que é a comutação de pacotes?;Uma técnica de redes que envolve a divisão de dados em unidades menores chamadas pacotes, que são enviados independentemente através da rede.
Qual é uma vantagem da comutação de pacotes em relação à comutação de circuito?;A comutação de pacotes utiliza mais eficientemente os recursos da rede ao允许多个 conexões usarem simultaneamente a mesma linha.
Quais são os componentes principais envolvidos na comutação de pacotes?;Roteadores e switches.
Qual protocolo é amplamente utilizado na comutação de pacotes em redes IP?;IP (Internet Protocol).
O que acontece aos pacotes durante a transmissão?;Eles podem seguir rotas diferentes e são reagrupados no destino para formar a mensagem original.
Qual tecnologia moderna utiliza a comutação de pacotes?;As redes de internet e as redes empresariais.
Como os roteadores lidam com os pacotes recebidos?;Analisam o endereço de destino e selecionam a melhor rota para encaminhá-los.
Qual é um exemplo de rede que utiliza a comutação de pacotes?;A rede Internet.
O que pode acontecer aos pacotes durante a transmissão em uma rede congestionada?;Eles podem sofrer atrasos ou serem descartados se a rede estiver muito ocupada.
Qual é a unidade básica de dados na comutação de pacotes?;Pacote.
```
