pergunta;resposta  
Qual é a principal medida utilizada para quantificar a desigualdade econômica?;Coeficiente de Gini  
Qual índice combina dados estatísticos para considerar a desigualdade?;Índice de Desenvolvimento Humano Ajustado pela Desigualdade  
Como a globalização afeta a desigualdade entre e dentro dos países?;Reduz a desigualdade global (entre nações), aumenta dentro dos países  
Qual conceito foca na equidade de oportunidades, não apenas nos resultados?;Igualdade de oportunidades  
Qual é o impacto da maior desigualdade econômica na duração do crescimento econômico?;Dificulta a duração do crescimento  
Qual movimento foi causado por desigualdade econômica, segundo os fatos?;Occupy Berlin  
Qual livro aborda a desigualdade econômica como tema?;Capital in the Twenty-First Century  
Qual é o termo que descreve a distribuição desigual de riqueza e renda?;Desigualdade econômica  
Qual tipo de desigualdade é medida pelo Coeficiente de Gini?;Distribuição de renda  
Qual pesquisador está associado ao estudo da desigualdade econômica, conforme os fatos?;Branko Milanović
