pergunta;resposta
Thomas Newcomen;Quem é conhecido por criar o motor a vapor?  
vapor de água sob alta pressão e temperatura;Qual é o fluido de trabalho no motor a vapor?  
nuclear;Para que é utilizado o motor a vapor atualmente?  
Boulton and Watt centrifugal governor;Qual é o nome de uma imagem associada ao motor a vapor?  
Category:Steam engines;Qual é a categoria associada ao motor a vapor?  
expansão do vapor;Qual é o princípio de funcionamento da turbina a vapor?  
Thomas Newcomen;Quem foi o inventor do motor atmosférico?  
1712;Em que ano o motor atmosférico foi inventado?  
Modelo de página Wikiquote;Qual modelo de página é utilizado na descrição do motor a vapor?  
combustão externa;Que tipo de motor é o motor a vapor?
