```csv
pergunta;resposta
Qual é o comprimento do rio Reno?;1 233 km
Onde desagua o rio Reno?;no mar do Norte no delta do Reno–Mosa–Escalda
Quem nascido na margem do Reno foi mencionado no contexto?;Margaret Hardenbroeck
Qual é a elevação da foz do Reno em metros acima do nível do mar?;0.0 metros
Que rio se une ao Reno para formar o delta do Reno-Mosa-Escalda?;Maas (Meuse)
O Reno é uma fronteira entre quais países mencionados no contexto?;Alemanha e Suíça
Qual cidade austríaca faz parte da bacia hidrográfica do Reno?;Viena
Quem liderou o cruzamento do Reno para entrar na Alemanha durante a Segunda Guerra Mundial?;Não especificado, mas mencionado como Royal Newfoundland Regiment
O rio Reno é conhecido por quais características geográficas no contexto?;É um rio internacional e uma fronteira natural
Qual template é usado extensivamente na descrição do rio Reno na DBPedia?;Template:Rhine–Meuse–Scheldt_delta
```
