pergunta;resposta
Quais são os principais campos de estudo oferecidos pela Universidade de Harvard?;Artes, Ciências e Educação, com faculdades como a Faculdade de Direito, a Faculdade de Graduados e a Escola de Design.
Qual é o número de instituições compreendidas na Universidade de Harvard?;Treze, incluindo a Faculdade de Medicina da Universidade de Harvard e a Escola de Direito da Universidade de Harvard.
Quando foi fundada a Universidade de Harvard?;1636
Qual é o mascote oficial da Universidade de Harvard?;John Harvard, um jovem toro com chapéu e capa.
Onde fica sediada a Universidade de Harvard?;Cambridge, Massachusetts, nos Estados Unidos.
Qual é o sistema de ensino utilizado pela Universidade de Harvard?;O sistema de ensino de verão.
Quais são os prêmios Nobel concedidos aos membros da Universidade de Harvard?;235 prêmios Nobel.
Qual é a biblioteca mais antiga da Universidade de Harvard?;Widener Library, inaugurada em 1903.
Quantos alunos são matriculados na Universidade de Harvard?;Cerca de 20 mil estudantes.
Quando foi fundada a Faculdade de Direito da Universidade de Harvard?;1817
Qual é o símbolo da Universidade de Harvard?;Um escudo com uma pirâmide e um livro aberto sobre uma mesa, cercados por ramos de acácia.
