pergunta;resposta
Quem fundou a Universidade de Harvard?;Assembleia Estadual de Massachusetts
Qual o nome do primeiro reitor da universidade?;John Harvard
Quem transformou a Faculdade em uma universidade moderna de pesquisa?;Charles William Eliot
Qual era o nome da faculdade que se fundiu com o Radcliffe College?;Faculdade de Graduação
Em que ano a fusão com o Radcliffe College ocorreu?;1977
Qual é o nome do presente reitor da Universidade de Harvard?;Drew Gilpin Faust
Quantos ex-alunos da Universidade de Harvard são bilionários?;62 bilionários
Quantos esportes intercolegiais a Universidade de Harvard compete?;42 esportes
Qual é o nome da principal biblioteca da Universidade de Harvard?;Biblioteca da Universidade de Harvard
Qual é o nome do ranking da Universidade de Harvard?;USNWR
