pergunta;resposta
Qual cientista introduziu o termo "sistema imunitário"?;Ilya Ilyich Mechnikov
Qual é um mecanismo básico do sistema imunitário?;Fagocitose
Qual doença autoimune é mencionada no texto?;Artrite reumatóide
Que tipo de células estão associadas ao sistema imunitário, como basófilos e neutrófilos?;Células brancas da sangue (leucócitos)
O que permite ao organismo lembrar-se de agentes patogênicos específicos?;Imunidade adquirida
Qual cientista é conhecido por seu trabalho no sistema imunitário?;César Milstein e Lajos Kemény
Quais células estão envolvidas na imunidade adaptativa?;Células T (T cells) e Células B (B cells)
O que ocorre quando o sistema imunitário está hiperativo?;Doenças autoimunes
Qual condição resulta de uma atividade imunitária muito baixa?;Imunodeficiência
Qual órgão é responsável pela produção e maturação de células do sistema imunitário?;Medula óssea
