```csv
pergunta;resposta
Qual é o nome da maior floresta tropical do mundo?;Floresta Amazônica
A Floresta Amazônica cobre quantos países da América do Sul?;9
Qual país abriga a maior parte da Floresta Amazônica?;Brasil
Quanto percentual de oxigênio produzido no mundo é estimado que venha da Floresta Amazônica?;20%
A Floresta Amazônica também é conhecida como o pulmão do mundo por quê?;Produz grande quantidade de oxigênio
Qual é a principal ameaça à Floresta Amazônica atualmente?;Desmatamento
Quais são os principais motivos do desmatamento na Floresta Amazônica?;Agricultura e pecuária
Quantas espécies de árvores existem estimadamente na Floresta Amazônica?;16.000
Qual é o maior rio que passa pela Floresta Amazônica?;Rio Amazonas
O Rio Amazonas drena a maior bacia hidrográfica do mundo, qual é sua área aproximada?;7.050.000 km²
```
