pergunta;resposta
1. Cada par será formatado como "pergunta;resposta"
1. Quem cunhou o termo "sistema imunitário" em 1882?;Ilya Ilyich Mechnikov
2. Qual a principal função do sistema imunitário?;Proteger o organismo contra doenças
3. Qual é o nome da capacidade do organismo de criar memória imunológica?;Imunidade adquirida
4. Qual é a área científica que estuda todos os aspectos do sistema imunitário?;Imunologia
5. Qual é a característica da imunodeficiência?;A atividade do sistema imunitário é inferior ao normal
6. Qual é a principal característica da autoimunidade?;O sistema imunitário hiperativo ataca tecido normal como se fosse um agente externo
7. Qual é o processo pelo qual o sistema imunitário cria uma resposta mais eficaz após contato com um agente patogênico?;Memória imunológica
8. Qual é o nome do sistema de enzimas presente em organismos unicelulares que protege contra bacteriófagos?;Sistema imunitário rudimentar
9. Qual é o nome do mecanismo imunitário que envolve a ingestão de partículas por células?;Fagocitose
10. Qual é o nome da doença causada por um sistema imunitário hiperativo que ataca tecido normal?;Doenças autoimunes
- Formato "pergunta;resposta": ✓
pergunta;resposta
Quem cunhou o termo "sistema imunitário" em 1882?;Ilya Ilyich Mechnikov
Qual a principal função do sistema imunitário?;Proteger o organismo contra doenças
Qual é o nome da capacidade do organismo de criar memória imunológica?;Imunidade adquirida
Qual é a área científica que estuda todos os aspectos do sistema imunitário?;Imunologia
Qual é a característica da imunodeficiência?;A atividade do sistema imunitário é inferior ao normal
Qual é a principal característica da autoimunidade?;O sistema imunitário hiperativo ataca tecido normal como se fosse um agente externo
Qual é o processo pelo qual o sistema imunitário cria uma resposta mais eficaz após contato com um agente patogênico?;Memória imunológica
Qual é o nome do sistema de enzimas presente em organismos unicelulares que protege contra bacteriófagos?;Sistema imunitário rudimentar
Qual é o nome do mecanismo imunitário que envolve a ingestão de partículas por células?;Fagocitose
Qual é o nome da doença causada por um sistema imunitário hiperativo que ataca tecido normal?;Doenças autoimunes
pergunta;resposta
Quem cunhou o termo "sistema imunitário" em 1882?;Ilya Ilyich Mechnikov
Qual a principal função do sistema imunitário?;Proteger o organismo contra doenças
Qual é o nome da capacidade do organismo de criar memória imunológica?;Imunidade adquirida
Qual é a área científica que estuda todos os aspectos do sistema imunitário?;Imunologia
Qual é a característica da imunodeficiência?;A atividade do sistema imunitário é inferior ao normal
Qual é a principal característica da autoimunidade?;O sistema imunitário hiperativo ataca tecido normal como se fosse um agente externo
Qual é o processo pelo qual o sistema imunitário cria uma resposta mais eficaz após contato com um agente patogênico?;Memória imunológica
Qual é o nome do sistema de enzimas presente em organismos unicelulares que protege contra bacteriófagos?;Sistema imunitário rudimentar
Qual é o nome do mecanismo imunitário que envolve a ingestão de partículas por células?;Fagocitose
Qual é o nome da doença causada por um sistema imunitário hiperativo que ataca tecido normal?;Doenças autoimunes
