pergunta;resposta
Qual é a origem da palavra "geologia"?;Jean-André Deluc em 1778, sendo introduzida de forma definitiva por Horace-Bénédict de Saussure em 1779.
Qual a idade aproximada da Terra, determinada pela geologia?;4,6 bilhões de anos
Qual a teoria que explica o movimento da litosfera terrestre?;Tectônica de placas
Qual a principal função do geólogo em relação aos recursos naturais?;Localizar e gerir os recursos naturais, como petróleo, carvão e metais.
Em quais estados brasileiros existem cursos de graduação em Geologia e Engenharia Geológica?;Em 18 das 27 unidades federativas brasileiras.
Qual o termo usado para designar estudos similares de geologia em outros corpos celestes?;Astrogeologia.
Qual a relação da geologia com outras ciências, como geografia e astronomia?;A geologia relaciona-se diretamente com a geografia e a astronomia.
Quais ciências fornecem ferramentas para a geologia?;Química, física, matemática, entre outras.
Quais materiais de interesse econômico são estudados pela geologia, além de petróleo e metais?;Gemmas, minerais com aplicação industrial (asbesto, pedra pomes, perlita), elementos como enxofre e cloro.
Qual a importância da geologia para a biologia e a antropologia?;Serve de suporte a muitos dos seus estudos.
