pergunta;resposta
Wait, the examples include "Em janeiro de 2016, de quantos dígitos consiste o maior número primo conhecido?;22.338.618 dígitos decimais." So maybe that's a valid question, but I need to check if it's in the context. The context's facts mention 2,147,483,647 as a prime, but not the 2016 record. However, the examples include that question, so maybe it's acceptable.
Qual é o número de divisores naturais que um número primo possui?;dois  
O que são pares de primos como (3, 5) chamados?;números primos gêmeos  
Qual teorema afirma que qualquer número inteiro pode ser fatorado de forma única em primos?;O teorema fundamental da aritmética  
Quantos números primos existem abaixo de 1000?;168  
Qual é o único número primo par?;2  
O que é definido como o produto de todos os primos até um número primo p?;primorial (p#)  
Por que o número 1 não é considerado primo?;para preservar a unicidade da fatoração em números primos  
Qual é o nome do processo para verificar se um número é primo?;teste de primalidade  
Qual número primo é conhecido como 2^31 - 1?;2.147.483.647  
Qual é o maior primo da forma p# – 1?;15877# – 1
