```csv
pergunta;resposta
Quem cunhou o termo sistema imunitário?;Ilya Ilyich Mechnikov
Qual é o hiperônimo do sistema imunológico?;System
O que são exemplos de células que fazem parte do sistema imunológico?;T cell, B cell, Neutrophil
Quem é conhecido por suas contribuições para a imunologia além de César Milstein?;Lajos Kemény
Qual modelo de página wiki o sistema imunológico usa para listar referências?;Template:Reflist
O que são exemplos de doenças causadas pela disfunção do sistema imunitário?;doenças autoimunes, inflamações e cancro
Quais células de defesa fazem parte do sistema imunológico adaptativo?;T cell, B cell
Qual imagem representativa está associada ao sistema imunológico?;Paul Ehrlich 1915.jpg
O que são exemplos de componentes do sistema imunológico inato?;Macrophage, Neutrophil, Dendritic cell
Qual é o tópico principal relacionado ao sistema imunológico na wiki?;Immune system
```
