pergunta;resposta
Qual é o nome completo do organismo conhecido como IPCC?;Painel Intergovernamental sobre Mudanças Climáticas
Em que ano foi criado o IPCC?;1988
Quais organizações criaram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Qual é o objetivo principal do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas, especificamente o aquecimento global
Qual é o papel do IPCC em políticas climáticas?;É a principal base para o estabelecimento de políticas climáticas mundiais e nacionais
Em que ano foi publicado o primeiro e o último relatório principal do IPCC?;Primeiro em 1990 e último em 2014
Qual prêmio foi concedido ao IPCC em 2007?;Prêmio Nobel da Paz
Quais são as organizações paternas do IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Onde está localizado o headquarters do IPCC?;Geneva
Qual é a função principal do IPCC, segundo o texto?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas que afetam o mundo
