pergunta;resposta
Quem eram os Huguenotes?;os protestantes franceses durante as guerras religiosas na França
Quantos Huguenotes deixaram a França após a revogação do Édito de Nantes?;cerca de 300.000
Sob qual monarca ocorreu a revogação do Édito de Nantes que levou à expulsão dos Huguenotes?;Luís XIV
Quando ocorreu a revogação do Édito de Nantes que levou à expulsão dos Huguenotes?;em 18 de outubro de 1685
Qual religião seguiam a maioria dos Huguenotes?;calvinismo
Qual a confissão religiosa da maioria dos Huguenotes?;Igreja Reformada
Que outras regiões da França tinham protestantes, porém de outra tradição religiosa?;Alsácia, Moselle e Montbéliard
Qual religião seguiam a maioria dos protestantes nas regiões da Alsácia, Moselle e Montbéliard?;luteranismo
Em que século ocorreram as guerras religiosas na França envolvendo os Huguenotes?;século XVI
Qual termo descreve o movimento religioso que os Huguenotes seguiam?;protestantismo
pergunta;resposta
Quem eram os Huguenotes?;os protestantes franceses durante as guerras religiosas na França  
Quantos Huguenotes deixaram a França após a revogação do Édito de Nantes?;cerca de 300.000  
Sob qual monarca ocorreu a revogação do Édito de Nantes que levou à expulsão dos Huguenotes?;Luís XIV  
Quando ocorreu a revogação do Édito de Nantes que levou à expulsão dos Huguenotes?;em 18 de outubro de 1685  
Qual religião seguiam a maioria dos Huguenotes?;calvinismo  
Qual a confissão religiosa da maioria dos Huguenotes?;Igreja Reformada  
Que outras regiões da França tinham protestantes, porém de outra tradição religiosa?;Alsácia, Moselle e Montbéliard  
Qual religião seguiam a maioria dos protestantes nas regiões da Alsácia, Moselle e Montbéliard?;luteranismo  
Em que século ocorreram as guerras religiosas na França envolvendo os Huguenotes?;século XVI  
Qual termo descreve o movimento religioso que os Huguenotes seguiam?;protestantismo
