pergunta;resposta
Qual é a extensão total da bacia amazônica?;7 milhões de quilômetros quadrados
Quantos quilômetros quadrados são cobertos pela floresta amazônica?;5 milhões e meio de quilômetros quadrados
Qual é o país que possui a maior parte da floresta amazônica?;Brasil
Que porcentagem da floresta amazônica pertence ao Peru?;13%
Qual é o nome dado à área da Amazônia no Brasil?;Amazônia Legal
Que porcentagem do território brasileiro é ocupada pela Amazônia?;49,29%
Como a UNESCO classificou uma área da Amazônia em 2000?;Patrimônio da Humanidade
Em que posição a Amazônia foi classificada na seleção das sete maravilhas naturais do mundo?;Primeiro lugar
Qual é o nome da bacia hidrográfica que abriga a floresta amazônica?;Bacia Amazônica
Que importância ecológica a Amazônia tem em termos de biodiversidade?;É a maior biodiversidade em uma floresta tropical no mundo
