pergunta;resposta
Qual o principal objetivo da comutação de pacotes?;Otimizar o uso da largura de banda da rede, minimizar a latência e aumentar a robustez da comunicação.
O que diferencia a comutação de pacotes da comutação de circuitos?;A comutação de circuitos estabelece uma ligação virtual dedicada, enquanto a comutação de pacotes encaminha pacotes individualmente.
Quais são as vantagens da comutação de pacotes com ligação?;Oferece garantia de entrega dos pacotes e de uma forma ordenada.
O que é necessário enviar sempre na comutação por datagrama?;O endereço de origem.
Quem é creditado por cunhar o nome moderno para a comutação de pacotes?;Donald Davies.
Quais modelos de página wiki são utilizados na descrição de Packet switching?;Template:Blockquote, Template:Main, Template:Webarchive e Template:Anchor.
Quais são alguns exemplos de tecnologias que utilizam comutação de pacotes com ligação?;ATM, Frame Relay e X.25.
Quais são algumas das pessoas conhecidas por seu trabalho em Packet switching?;Paul Baran, Donald Davies, W. David Sincoskie e Sharla Boehm.
O que a comutação de pacotes pode efetuar?;Com ligação (circuito virtual) ou sem ligação (datagrama).
Quais são algumas das categorias em que o Packet switching se enquadra?;Computer networking, Network protocols e Telecommunications.
