pergunta;resposta
O que é o ctenophora?;filo de animais marinhos com cílios para locomoção
Qual é a característica mais distinta do ctenophora?;'pentes' - grupos de cílios
O que o ctenophora usa para nadar?;pentes formados por cílios
Qual o tamanho máximo do ctenophora?;1,5 m (4 pés 11 pol)
Como o ctenophora se relaciona com as medusas?;convergência evolutiva, não parentesco filogenético
Qual é o nome comum do ctenophora?;carambolas-do-mar
Quando o ctenophora apareceu no registo fóssil?;desde o Cambriano
Qual é a função da bioluminescência no ctenophora?;para comunicação ou defesa
Qual é a espécie-tipo do ctenophora?;Mnemiopsis leidyi
O que o ctenophora usa para digestão e respiração?;fluxo de água através da cavidade do corpo
