pergunta;resposta
Qual dos seguintes filósofos formulou originalmente o conceito de desobediência civil?;Henry David Thoreau
Quem aplicou com sucesso a desobediência civil na independência da Índia e do Paquistão?;Mahatma Gandhi
O que é considerado uma forma pacífica de protesto político contra injustiças ou governos opressores?;Desobediência civil
Qual método foi usado em 2015 durante a crise na Montenegro?;Desobediência civil
Que tipo de movimento usou desobediência civil para protestar contra cortes e aumentos nas taxas universitárias no Reino Unido?;National Campaign Against Fees and Cuts
Qual evento em 2017 envolveu protestos pacíficos na Albânia que se enquadram em desobediência civil?;Albanian opposition protest
O movimento Occupy Canada empregou qual método de protesto?;Desobediência civil
Qual dos seguintes é um exemplo contemporâneo de uso da desobediência civil nos EUA após a morte de George Floyd?;George Floyd protests in Chicago
Quem é conhecido por ser uma figura notável na aplicação do conceito de desobediência civil no movimento pelos direitos civis dos Estados Unidos?;Martin Luther King Jr.
Qual método foi usado durante os protestos contra o manto obrigatório em Teerã, Irã?;Desobediência civil
