pergunta;resposta
O oxigénio é o terceiro elemento mais abundante do universo, atrás de quais outros elementos?;Hidrogénio e hélio
Qual é a massa atómica do oxigénio?;16 u
Quem costuma ser designado como o descobridor prioritário do oxigénio?;Joseph Priestley
O dioxigénio constitui aproximadamente quantos por cento da atmosfera terrestre?;20,8%
Qual é a função do ozono na camada de ozono da Terra?;Absorver radiação ultravioleta
Quem cunhou o nome oxigénio e ajudou a desacreditar a teoria do flogisto?;Antoine Lavoisier
O que compõe praticamente metade da massa da crosta terrestre, de acordo com o texto?;Compostos óxidos
Quais são os principais compostos inorgânicos mencionados no contexto que contêm oxigénio e formam partes dos animais?;Conchas, dentes e ossos
O oxigénio foi descoberto por qual cientista em Uppsala em 1773?;Carl Wilhelm Scheele
Qual é a forma mais comum do oxigénio encontrado na atmosfera terrestre?;Dioxigénio (O2)
