pergunta;resposta
Quando a Peste Negra atingiu o seu ponto mais alto na Europa?;entre os anos de 1347 e 1351
Qual bactéria é considerada responsável pela Peste Negra?;Yersinia pestis
De onde se acredita que a Peste Negra tenha originado?;na Ásia Central ou na Ásia Oriental
Por qual roteiro de comércio provavelmente a praga foi transportada?;Rota da Seda
Qual foi o veículo principal para a propagação da peste?;pulgas que viviam em ratos que viajavam em navios mercantes
Quantas pessoas acredita-se terem morrido devido à Peste Negra na Europa?;entre 30% a 60% da população
De quantas décadas levou para que a população europeia se recuperasse do impacto da peste?;cerca de 200 anos
Qual foi o principal sintoma da forma bubônica da peste?;bubões (inchaços nos gânglios linfáticos)
O que é a imagem representativa World distribution of plague 1998.png?;uma distribuição mundial atual da peste
Quais são as formas principais de peste causadas pela bactéria Yersinia pestis?;septicémica, pneumónica e bubônica
