pergunta;resposta
Qual é o termo mais utilizado para medir a desigualdade econômica?;Coeficiente de Gini
O que reduziu a desigualdade global entre países?;globalização
Quais são os tipos importantes de medidas econômicas focadas em três aspectos principais?;riqueza, renda e consumo
Qual é um conceito importante relacionado à igualdade além do aspecto econômico?;equidade
O que pode dificultar a duração do crescimento econômico?;maior desigualdade
Quem é considerado um dos principais especialistas em desigualdade econômica?;Branko Milanović
Qual livro de Thomas Piketty discute amplamente a temática da desigualdade econômica?;Capital no Século XXI
O que motivou o Movimento pela Reforma Agrária na China?;desigualdade econômica
Quem é o político-economista principal interessado em igualdade social e econômica?;Mick Moore
Qual fundação tem foco em questões de desigualdade econômica?;Nathan Cummings Foundation
