pergunta;resposta
Uma rocha ígnea é uma rocha que cristaliza de ?;derretimento (magma e / ou lava),
A rocha sedimentar pode ser transformada em qual dos três tipos de rocha?;rocha metamórfica
Quando os três tipos de rocha são derretidos, o que é formado?;novo magma
Quais são os três principais tipos de rock?;ígnea, sedimentar e metamórfica.
O que muda o conteúdo mineral de uma rocha?;calor e à pressão
Qual foi a descoberta mais importante que levou à compreensão de que a litosfera da Terra é separada em placas tectônicas?;expansão do fundo do
Quais partes da Terra estão incluídas na litosfera?;crosta e a parte superior rígida do manto superior,
Qual é a outra palavra para o manto superior da Terra?;astenosfera.
As placas tectônicas podem ser vistas como o acoplamento íntimo entre placas régidas na superfície da Terra e o ?;o manto convectivo
Em que década foi descoberta a propagação do fundo do mar?;década de 1960,
