pergunta;resposta
Data da fundação do parlamento britânico;1986
Número atual de sócios do parlamento Escólogo;200
 órgão principal de lei e regulamentação no Escólogo;Conferência das Cidades
 Umpa de Lobaires;Governo actual do Escólogo
 Lei principal do Escólogo;Clássica
 órgãos responsáveis por determinar a disruptingção de um pareamento;Comissões de Revisão e Análise
 Idade mínima para participação no parlamentoEscólogo;21 anos
 datas dos prazos para os votos na即将到来na eleição do parlamento Escólogo;Terês anos após o último voto
 Número de sócios do parlamento Escólogo atuais que são Mulheres;90
 Percentual de Mulheres no parlamento Escólogo;15%
