```csv
pergunta;resposta
Qual é o nome do rio que passa por três países europeus: Alemanha, Áustria e Suíça?;Rio Reno
Em qual cidade alemã o Rio Reno passa perto de sua foz no Mar do Norte?;Duisburgo
O Rio Reno tem origem em qual país da Europa?;Suíça
Qual é o comprimento aproximado do Rio Reno?;1233 km
O rio Reno desemboca em qual corpo d'água?;Mar do Norte
Qual cidade francesa famosa está localizada às margens do Rio Reno?;Colônia
Quais são os principais usos da água do Rio Reno para as cidades que ele atravessa?;Abastecimento de água, geração de energia e transporte
O rio Reno é navegável ao longo de quase toda sua extensão. Qual é uma das suas funções importantes na região?;Transporte
Qual é a cidade mais setentrional do Rio Reno no país onde ele nasce?;Berna
Quais são alguns dos países que o Rio Reno atravessa antes de desembocar no Mar do Norte?;Alemanha, Áustria e Suíça
```
