pergunta;resposta  
Quem foi o fundador da Universidade de Harvard?;John Harvard  
Em que ano o curso de graduação se tornou coeducacional?;1977  
Quem era o líder da universidade durante a Grande Depressão e a Segunda Guerra Mundial?;James Bryant Conant  
Qual organização foi fundada pela universidade em 1900?;Associação de Universidades Americanas  
Qual presidente da universidade transformou-a em uma moderna universidade de pesquisa?;Charles W. Eliot  
Qual é o maior sistema de bibliotecas acadêmicas e privadas do mundo?;Harvard Library  
Quantas bibliotecas individuais compõem a biblioteca principal da universidade?;79 bibliotecas individuais  
Quantos volumes estão contidos na biblioteca da universidade?;18 milhões de volumes  
Quantos presidentes dos Estados Unidos são ex-alunos da universidade?;oito presidentes dos Estados Unidos  
Quantos ganhadores do Nobel estão entre os ex-alunos da universidade?;150 ganhadores do Nobel
