pergunta;resposta
Os Huguenotes eram religiosos de qual confissão?;calvinistas
Quando o Edito de Nantes foi revogado?;18 de outubro de 1685
Qual rei associou-se às perseguições contra os Huguenotes?;Luís XIV
Quantos Huguenotes deixaram a França?;cerca de 300 000
Quais regiões da França tinham Huguenotes luteranos?;Alsácia, Moselle e Montbéliard
O que aconteceu com os Huguenotes após a revogação do Edito de Nantes?;deixaram a França
Qual evento histórico está associado às perseguições dos Huguenotes?;guerras religiosas na França
O que é um símbolo associado aos Huguenotes?;a cruz hugenot
Quais grupos estão relacionados históricamente com os Huguenotes?;Scotch-Irish Americans
O que aconteceu com os Huguenotes em lugares como Orange County, New York?;foram nomeados após os Huguenotes
