pergunta;resposta
Reviso as regras: as perguntas não devem repetir ideias semelhantes; cada uma deve ter uma única resposta correta, claramente relacionada ao conteúdo. Não posso adicionar observações ou justificativas, apenas os dados estruturados.
Qual é a população de Fresno, Califórnia?;mais de 542 mil habitantes
Em qual ano Fresno foi fundada?;1872
Quando Fresno se tornou uma cidade incorporada?;12 de outubro de 1885
Qual é o gentílico dos habitantes de Fresno?;Fresnan
Qual evento cultural está localizado em Fresno, Califórnia?;The Big Fresno Fair
O que é a densidade populacional de Fresno em mi²?;4722.6
Qual arena está localizada em Fresno, Califórnia?;Selland Arena
Quem nasceu em Fresno, Califórnia?;Chris McNealy
Qual time de basquete da universidade Washington Huskies tem sua cidade localizada em Fresno?;Time feminino de 2015–16
O que é a área total de Fresno, Califórnia, em quilômetros quadrados?;300.43
