pergunta;resposta
Qual foi a causa principal da Peste Negra?;Yersinia pestis
Em que período a Peste Negra atingiu o pico na Europa?;Entre os anos de 1347 e 1351
Qual foi a estimativa de redução da população mundial devido à Peste Negra no século XIV?;De 475 milhões para 350–375 milhões
Como a Peste Negra se espalhou pela Europa?;Através de pulgas em ratos que viajavam em navios mercantes genoveses
Qual foi o impacto da Peste Negra na população da Europa?;Redução de 30 a 60% da população
Qual o tempo estimado para que a Europa se recuperasse após a Peste Negra?;200 anos
Qual a forma mais conhecida da Peste Negra?;Bubônica
Qual foi a origem geográfica da Peste Negra?;Ásia Central ou Oriental
Quantas pessoas foram estimadas como mortas na Europa devido à Peste Negra?;75 a 200 milhões
Quando a Peste Negra retornou após o período inicial?;Em surtos até o início do século XX
