pergunta;resposta
Quem fundou a Dinastia Yuan?;Genghis Khan (embora seja mais preciso dizer que Kublai Khan foi quem estabeleceu o governo chinês da dinastia Yuan)
Qual é o período exato em que a Dinastia Yuan governou China?;1271-1368
Quem era o primeiro imperador da Dinastia Yuan?;Kublai Khan
Que idioma tornou-se oficial durante a Dinastia Yuan?;Mongoliano
Qual foi um dos principais feitos administrativos da Dinastia Yuan na China?;Estabelecimento de uma centralização do governo e administração eficiente através da criação de novos sistemas burocráticos.
Quem escreveu "Journey to the West", uma obra literária notável durante a era da Dinastia Yuan?;Wu Cheng'en
Qual foi o sistema de governo implementado pela dinastia Yuan que envolvia representantes imperiais em diferentes regiões do império?;Sistema dos Oficiais Imperiais (Ishihai)
Quais foram as grandes obras de engenharia construídas durante a Dinastia Yuan?;Grande Canal e Muralha da China
Qual foi uma das principais razões para o fim da dinastia Yuan?;Revolta popular liderada por Zhu Yuanzhang, que mais tarde fundou a dinastia Ming.
Como era conhecida a capital durante a Dinastia Yuan?;Dadu (atual Pequim)
