pergunta;resposta
O número atômico da tabela periódica de oxigênio?;8.
Qual é o segundo elemento mais abundante?;hélio.
Qual gás compõe 20,8% da atmosfera da Terra?;O gás diatômico.
Quantos átomos se combinam para formar o dioxigênio?;dois átomos.
Aproximamente, quanto oxigênio compõe a crosta terrestre?;quase metade.
Qual é o número atômico do elemento oxigênio?;8.
De que grupo na Tableira periódica o oxigênio é membro?;calcogênio.
Que tipo de compostos se forma mais comumente com o oxigênio?;óxidos)
Comparado a outros elementos, quão abundante é o oxigênio?;terceiro
pergunta;resposta
O número atômico da tabela periódica de oxigênio?;8.
Qual é o Terceiro elemento mais abundante?;Cerro.
Qual gás com 20,8% da atmosfera da Terra?;O gás diatômico.
Quantas átomos se combinam para formar o dioxigênio?;dois átomos.
Aproximadamente, quanto oxigênio compõe a crosta terrestre?;quase metade.
Qual é o Número atômico do elemento oxigênio?;8.
De que grupo na Tableira periódica o oxigênio é membro?;calcogênio.
Que tipo de compostos se forma mais comumente com o oxigênio?;óxidos)
Comparado a outros elementos, quão abundante é o oxigênio?;terceiro
