pergunta;resposta  
O que é o Movimento da Umma no contexto islâmico?;organização política  
Qual é o papel da Nação Salva no islamismo?;partido político  
Onde a Organização para a Revolução Islâmica na Península Arábica atua?;Arábia Saudita  
Qual é a visão do Partido da Reforma e Renovação sobre a sociedade?;organização política  
Quais métodos o Partido da Nova Prosperidade usa para influenciar?;políticos  
O que o Partido da Reforma e Desenvolvimento busca?;organização política  
Qual é a origem do Parti Melayu Semangat 46?;Malásia  
O que o Virtue Party representa no Irã?;partido político  
Qual é o foco da Sociedade dos Professores da Qom?;organização religiosa  
Onde o Hamas se originou?;Palestina
