pergunta;resposta
Qual foi a capital da dinastia Yuan?;Shangdu
Qual foi a principal língua falada durante a dinastia Yuan?;Chinês
Que evento marcou o fim da dinastia Yuan?;Fall of Khanbaliq
Em que categoria a dinastia Yuan é classificada?;Dinastias em história chinesa
Qual foi o papel de Ahmad Fanakati durante a dinastia Yuan?;Vice-líder
Qual foi a importância do "Time Granting Calendar" durante o período Yuan?;Calendário oficial
Qual foi o nome do clã a que pertencia Kublai Khan?;Borjigin
Quais províncias estavam sob o controle de Yuan em 1330?;Provinces of Yuan
Qual foi a importância de Zhao Mengfu durante a dinastia Yuan?;pintor
Qual foi o evento que marcou o início da dinastia Yuan?;Kublai's proclamation of the dynastic name "Great Yuan"
