pergunta;resposta
Quando foi fundada a British Satellite Broadcasting?;1986
Em qual cidade estava sediada a BSB?;Londres
Qual era o principal serviço da BSB?;Transmissão direta via satélite de serviços de televisão para o Reino Unido
A data exata do início das transmissões da BSB foi em que mês e ano?;Março de 1990
Em qual ano a BSB se fundiu com Sky Television plc para formar BSkyB?;1990
Qual era o nome oficial da empresa após a fusão em 1990?;British Sky Broadcasting (BSkyB)
Quantos anos durou o funcionamento independente da BSB antes de sua fusão?;4
Quem eram os proprietários dos canais Galaxy e Now?;British Satellite Broadcasting
Qual era um dos canais de programação da BSB além do The Movie Channel?;The Computer Channel (BSB)
Onde estava localizado o escritório principal da BSB antes de sua fusão?;Marco Polo House
