pergunta;resposta
Qual o filo ao qual os ctênforos pertencem?;Ctenophora
Como os ctênforos são frequentemente chamados devido à sua aparência?;Águas-vivas
Qual a principal característica distintiva dos ctênforos em relação às medusas?;Possuem cílios em seus tentáculos
Qual a função dos combos (placas de cílios) nos ctênforos?;Locomoção
Onde os ctênforos são geralmente encontrados?;Oceanos
Qual a forma de alimentação dos ctênforos?;Predatória
Qual a estrutura que auxilia na digestão dos ctênforos?;Gâtera
Qual a característica reprodutiva dos ctênforos que permite a formação de um estágio larval chamado plânula?;Reprodução sexuada
Qual a principal diferença entre os ctênforos e as medusas em relação à simetria corporal?;Ctenophora exibem simetria birradical, enquanto as medusas exibem simetria radial
Qual a importância ecológica dos ctênforos nos ecossistemas marinhos?;São importantes predadores e contribuem para a cadeia alimentar
