pergunta;resposta  
O termo "imperialismo" provém de qual língua antiga?;latina  
Qual é a definição de "império" segundo o contexto?;domínio de um país sobre outro  
Qual tipo de imperialismo está associado ao domínio colonial?;"imperialismo formal"  
Qual genocídio está vinculado à motivação imperialista?;Herero e Namaqua  
Qual categoria está relacionada à história da colonização?;história do colonialismo  
Qual é o assunto da obra "Culture and Imperialism"?;imperialismo  
Qual partido político está associado à ideologia imperialista?;Partido Canadense  
Qual é o termo para a parte central de um império?;metrópole  
Qual tipo de imperialismo envolve controle indireto?;"imperialismo informal"  
Qual exemplo é citado como um tema de não-ficção relacionado ao imperialismo?;Colonialismo na África (1913)
