```csv
pergunta;resposta
Os Normandos eram originários de qual região da Europa?;norte da França
Qual é o significado da palavra "Normans" em referência à sua origem linguística?;"homens do Norte"
Quais são os principais eventos históricos relacionados aos Normandos mencionados no texto?;colonização da Normandia, Conquista Normanda da Inglaterra, estabelecimento de estados na Sicília e sul da península Itálica, as Cruzadas
Qual foi a importância dos Normandos na Europa Medieval e Oriente Médio?;desempenharam um importante papel político, militar e cultural
Quais línguas eram faladas pelos Normandos conforme mencionado no texto?;Latim, Old Norman, Old Norse
De quem descendia a aristocracia normanda em grande parte?;viquingues da Escandinávia
Qual é o significado etimológico da palavra "Normandy"?;Northmen ou Norsemen
Quem era Alexander of Paris e qual sua nacionalidade?;era um indivíduo de nacionalidade normanda
Que batalha tem como comandante os Normandos na história dada?;Batalha de Soissons (923)
Qual castelo foi construído pelos Normandos de acordo com a informação fornecida?;Waytemore Castle
```
