pergunta;resposta
Quem formulou o conceito de desobediência civil?;Henry David Thoreau
Qual movimento na Índia utilizou a desobediência civil com sucesso?;Movimento de Independência da Índia liderado por Mahatma Gandhi
Qual movimento nos Estados Unidos usou a desobediência civil contra a segregação racial?;Movimento pelos Direitos Civis
Nomeie um protesto na Montenegro que utilizou desobediência civil.;"Protestos ant-corrupção de 2019 na Montenegro"
Qual é o principal motivo para praticar desobediência civil?;Oposição a leis injustas ou governos opressores
Qual movimento nigeriano contra brutalidade policial utilizou desobediência civil?;"Movimento End SARS"
O que Tony Milligan estuda?;Desobediência Civil
Nomeie um protesto na Polônia que usou desobediência civil.;"Protestos LGBT de agosto de 2020 na Polônia"
Como a independência da Índia foi alcançada usando desobediência civil?;Através de métodos não violentos como boicotes e greves
Qual figura dos Estados Unidos promoveu a desobediência civil como forma de resistência não violenta?;"Martin Luther King Jr."
