pergunta;resposta
Qual é a principal localização geográfica do rio Reno?;Europa,
O que é o nome em alemão do rio Reno?;Rhein,
 Qual é a extensão aproximada do rio Reno?;1.233 km,
 De onde vem o nome "Rhine"?;Do latim Rēnos, usado por gauleses,
 Qual é a maior cidade que o rio Reno atravessa?;Colônia (Alemanha),
 O rio Reno deságua no qual mar ou estuário?;Mar do Norte,
 Qual ponte famosa cruza o rio Reno em Colônia?;Pontes Kennedy e Deutz,
 Qual é o nome francês do rio Reno?;Rhin,
 Quem inspirou o nome "Rhine"?;O imperador romano Augusto,
 Qual é a fonte de origem do rio Reno?;Suíça, nas montanhas Alpes.
