pergunta;resposta
Desobediência civil é uma forma de protesto que se opõe a ordens injustas ou um governo visto como opressivo. Quem formulou originalmente esse conceito?;Henry David Thoreau
Quem aplicou com sucesso a desobediência civil no processo de independência da Índia e do Paquistão?;Mahatma Gandhi
Qual movimento nos Estados Unidos utilizou a desobediência civil na luta pelos direitos civis?;Movimento dos Direitos Civis
Quais são algumas das categorias temáticas relacionadas à desobediência civil no DBpedia?;Activism by type, Civil disobedience, Community organizing, Direct action, Dissent, Nonviolence
O que o template "Template:Gandhi" está associado em relação ao conceito de desobediência civil?;Mahatma Gandhi
Qual evento na Rússia usou a desobediência civil como método de protesto?;Greve dos mineradores russos de 1998
O que foi utilizado como método de protesto durante os eventos em Montenegro em 2015-2016?;Desobediência civil
Quais foram alguns dos métodos de protesto utilizados durante os protestos de 2017 na Albânia?;Desobediência civil
O que foi usado como método de protesto durante as greves gerais e protestos no Irã em 2018-2019?;Desobediência civil
Qual movimento usou a desobediência civil para protestar contra o apartheid na África do Sul?;Movimento dos Direitos Civis
