pergunta;resposta  
Quem estabeleceu o termo "imperialismo" como uma teoria política?;Hannah Arendt  
Qual partido político usou a ideologia do imperialismo na África do Sul?;Progressive Party (Cape Colony)  
De que maneira o imperialismo pode ser exercido sem o domínio colonial?;Economicamente  
Qual livro é considerado fundamental na análise do imperialismo cultural?;"Culture and Imperialism" de Edward Said  
Que século见证了a expansão imperialista europeia no continente africano?;XIX  
Quais são os dois principais tipos de imperialismo?;Formal e informal  
Qual foi a motivação por trás dos crimes de guerra japoneses na Ásia?;Império  
Qual modelo político foi associado ao imperialismo na Alemanha nazista?;Autoritarismo  
O que caracteriza o imperialismo em termos de governança?;Uso do poder e influência  
Que modelo de página wiki é amplamente usado para documentar o imperialismo?;Template:Wikiquote
