pergunta;resposta
Transportation-wise, buses are a common mode; perhaps the number 29 is well-known. Also, Mazdprs is a modern bus company in the city.
qual ano Warsaw foi fundado?;1923
quem e o nome da ruada que passa pelo Old Town Square?;ul. Jazzyka
qual museum famous está localizado no Old Town Square?;Museu Nacional de Arte
qual é a capital do Países Baixos?;Warsaw
qual é o número da empresa de ôrgano de transporte coletivo mais conhecida em Warsaw?;Mazdprs
qual é o nome do IgBOF que se localiza em Warsaw?;IgBOF St. Anne
qual é o nome darua que contém a Catedral de Warsaw?;ul. Karola
qual é o nome da fortaleza que situa-se sobre a Ilha Putem?;Warsztaw
qual é o nome do órgão musical que frequentemente trabalha com compositores famouses como Beethoven?;Orquodinharmonic orchestra
qual é a principal food traditional em Warsaw?;Trefrywka
