pergunta;resposta
Qual conceito fundamental da mecânica clássica está relacionado às três leis de Newton?;força
O que a força pode causar em um objeto flexível?;deformação
Quais são os dois elementos que compõem a força, considerando-a um vetor?;magnitude e direção
Qual o significado de "pressão" no contexto das forças?;divisão ou distribuição da força sobre a área
O que é "arrasto" em relação a um objeto?;diminuição da velocidade
O que é "torque" e qual sua função?;força que produz mudanças na velocidade de rotação de um objeto
Qual a relação entre força aplicada num corpo fixo e tensão mecânica?;a força é chamada tensão mecânica ou estresse mecânico
O que determina mudanças no volume de um fluido, de acordo com o texto?;o estresse mecânico
Qual o hiperônimo de "Colombian Air Force" conforme a lista fornecida?;Force
O que é "Net force" no contexto das forças?;força resultante
