pergunta;resposta
1. Qual é o objetivo principal da União Europeia conforme estabelecido após a Segunda Guerra Mundial?;Promover a paz, seus valores e o bem-estar de seus povos.
2. Quem é um dos principais estudiosos do direito da União Europeia?;John Bell (biólogo legal).
3. Qual revista se dedica à disciplina Direito da União Europeia?;Common Market Law Review.
4. Como o Tribunal de Justiça da UE define a própria organização?;Uma nova ordem jurídica de direito internacional.
5. De que forma os regulamentos da UE afetam as leis dos estados membros?;Efeito direto ou indireto.
6. Quais são os dois órgãos legislativos principais da União Europeia?;Parlamento Europeu e Conselho da União Europeia.
7. Qual é a natureza do direito da União Europeia segundo seu Tribunal de Justiça?;Uma nova ordem jurídica de direito internacional.
8. Qual modelo de página wiki é usado para o tópico Direito da União Europeia?;Template:Redirect category shell.
9. Quais são as principais fontes do direito primário da UE?;Tratados que instituem a União Europeia.
10. Quem é um subdisciplina associado ao direito da União Europeia?;Henry G. Schermers.
Qual é o objetivo principal da União Europeia conforme estabelecido após a Segunda Guerra Mundial?;Promover a paz, seus valores e o bem-estar de seus povos.
Quem é um dos principais estudiosos do direito da União Europeia?;John Bell (biólogo legal).
Qual revista se dedica à disciplina Direito da União Europeia?;Common Market Law Review.
Como o Tribunal de Justiça da UE define a própria organização?;Uma nova ordem jurídica de direito internacional.
De que forma os regulamentos da UE afetam as leis dos estados membros?;Efeito direto ou indireto.
Quais são os dois órgãos legislativos principais da União Europeia?;Parlamento Europeu e Conselho da União Europeia.
Qual é a natureza do direito da União Europeia segundo seu Tribunal de Justiça?;Uma nova ordem jurídica de direito internacional.
Qual modelo de página wiki é usado para o tópico Direito da União Europeia?;Template:Redirect category shell.
Quais são as principais fontes do direito primário da UE?;Tratados que instituem a União Europeia.
Quem é um subdisciplina associado ao direito da União Europeia?;Henry G. Schermers.
