pergunta;resposta
Qual é uma organização associada ao islamismo?;Al Wefaq
Qual é o objetivo principal do islamismo em relação à governança?;Implementação da xaria
Quais grupos rejeitam influências ocidentais?;Al-Qaeda no subcontinente indiano
O que os movimentos islâmicos buscam estabelecer?;Estados islâmicos
Qual organização está ligada à Revolução Islâmica na Península Arábica?;Organização para a Revolução Islâmica na Península Arábica
Qual é a posição do islamismo em relação a influências não-muçulmanas?;Rejeição
Qual partido político no Egito segue o islamismo?;Partido Islâmico do Egito
Qual é o foco central da ideologia do islamismo?;Implementação da xaria
Qual grupo está associado à Revolução Islâmica no Oriente Médio?;Sociedade da Ação Islâmica
Qual é o objetivo principal do movimento islamista?;Criação de Estados islâmicos
