pergunta;resposta
O imperialismo se baseia em que elemento central de controle?;força militar
Qual é um dos principais aspectos da administração do imperialismo?;controle político
O que é característico do imperialismo em termos de relações entre países?;desequilíbrio de poder
Qual a principal característica da administração do imperialismo em termos de influência cultural?;imposição
O imperialismo envolve a criação de qual tipo de estrutura política em territórios conquistados?;hierarquia
Qual o papel da força militar no contexto do imperialismo?;instrumento de controle
O imperialismo se baseia na ideia de que um país é superior a quê?;outros povos
Qual o papel da economia no imperialismo?;exploração de recursos
O imperialismo pode ser visto como uma forma de que tipo de poder?;poder político
Qual o impacto do imperialismo na organização social e política de territórios conquistados?;fragmentação e subordinação
