```csv
pergunta;resposta
Qual foi o principal motivo inicial do embargo petrolífero de 1973 pela OPAEP?;Apesar da complexidade da crise, o embargo foi desencadeado por uma retaliação por apoio dos EUA a Israel durante a Guerra do Yom Kippur.
Qual foi o preço inicial do petróleo antes do embargo, em dólares americanos?;US$ 3 por barril.
Qual foi o preço do petróleo no final do embargo, em dólares americanos?;US$ 12 por barril.
Em que ano o embargo petrolífero de 1973 começou?;1973.
Quais nações foram inicialmente alvo do embargo petrolífero de 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos.
Qual foi o termo usado para descrever a primeira crise de petróleo?;"Choque" de petróleo.
Qual evento histórico contribuiu significativamente para a crise petrolífera de 1973?;A Guerra do Yom Kippur.
Qual foi o impacto do embargo petrolífero na economia dos Estados Unidos?;O aumento do preço do petróleo causou inflação e dificuldades econômicas nos EUA.
Qual foi o nome dado à segunda crise do petróleo que ocorreu em 1979?;"Segundo choque do petróleo".
O que o embargo petrolífero de 1973 demonstrou sobre a dependência do mundo do petróleo?;A crise revelou a vulnerabilidade das nações dependentes do petróleo e a importância do controle sobre os recursos energéticos.
```
