pergunta;resposta
Qual é a definição de um número primo?;Um número primo tem apenas dois divisores: 1 e ele mesmo.
O que são os números que têm mais do que dois divisores chamados?;Os números compostos.
Qual é o nome do teorema que afirma que todo número maior que 1 pode ser representado como um produto de números primos?;Teorema fundamental da aritmética.
Quais são os números maiores que 1 que não podem ser divididos por 3 ou mais números chamados?;Os números primos.
Qual é o nome do processo que confirma a primalidade de um número?;Divisão de inteiros.
O que são os números que são menores que 1 e usam um divisor além de 1 para serem classificados?;Os números compostos não aplicam, mas se referem a frações ou decimais.
Qual é o nome do teorema que relaciona os números primos com a distribuição de números inteiros em classes específicas?;Teorema fundamental da aritmética.
O que é a principal causa por trás dos números primos na teoria dos números?;A Decomposição em fatores primos.
Por qual motivo é 1 considerado não-primo?;Por falta de dois divisores.
Quais são os nomes dos processos mais úteis para testar a primalidade de grandes números?;Teste de primalidade de Miller-Rabin e AKS.
