pergunta;resposta
Qual o principal conceito por trás da desobediência civil, conforme formulado por Henry David Thoreau?;Civil disobedience
Quais métodos foram utilizados nos protestos do "End SARS"?;Civil disobedience
Qual figura histórica é amplamente associada ao uso da desobediência civil como estratégia política?;Mahatma Gandhi
Qual o principal objetivo do movimento "Occupy Canada"?;Civil disobedience
Qual categoria descreve o tipo de ação associado à desobediência civil?;Direct action
Qual movimento histórico utilizou a desobediência civil como método central?;Civil rights movement
Qual a principal motivação por trás dos protestos contra a Lei de Revisão da Cidadania da Índia?;Civil disobedience
Qual a principal característica da desobediência civil, segundo o contexto apresentado?;Refusal
Quais métodos foram utilizados durante os protestos contra o "Citizenship Amendment Act em Uttar Pradesh"?;Civil disobedience
Qual o principal produto da Ruckus Society?;Civil disobedience
