pergunta;resposta
O oxigénio é classificado como qual tipo de elemento no sistema periódico? ;Não metal reactivo e um forte agente oxidante.
Qual é a principal razão para a importância do oxigénio para a vida na Terra? ;Suporte à respiração celular e componente essencial de muitas moléculas orgânicas.
Qual é a fórmula química do dioxigénio, um gás diatómico crucial para a atmosfera? ;O2
Qual é a segunda electronegatividade mais elevada de todos os elementos químicos, superada apenas pelo flúor? ;Oxigénio
Qual a principal função da camada de ozono na Terra? ;Absorver radiação ultravioleta do Sol.
Qual a proporção aproximada de oxigénio na atmosfera terrestre, representando 20,8%? ;20,8%
O oxigénio desempenha um papel vital em qual processo biológico fundamental? ;Fotossíntese
Qual a principal razão pela qual o oxigénio não pode permanecer na atmosfera terrestre como elemento livre? ;É constantemente reabastecido pela acção fotossintética dos organismos.
Qual a principal razão pela qual o oxigénio é usado em aplicações como soldadura e corte? ;É um forte agente oxidante.
Qual a importância do oxigénio na formação de ferrugem (óxido de ferro)? ;É um componente essencial da reação oxidativa que causa a corrosão.
