pergunta;resposta
1. Qual é a origem etimológica da palavra "imperador"?;latim
2. Qual é a definição de "imperador" segundo o texto?;soberano ou governante de um império
3. De acordo com o texto, qual é a característica principal de um império?;ser uma unidade política composta por vários territórios e povos
4. Como o texto descreve a criação de um império?;normalmente por conquista
5. O que caracteriza um império como uma "unidade política", segundo o texto?;ser composta por vários territórios e povos
6. Segundo o texto, como se relaciona o centro e as periferias em um império?;o centro exerce controle político sobre as periferias
7. Qual é o significado de "imperium Romanum" segundo o texto?;parte do mundo sobre a qual Roma governava
8. De acordo com o texto, como é utilizado o conceito de "imperialismo" como categoria de análise?;como uma forma de entender relações de poder entre nações
9. Qual é a relação entre "imperialismo" e "colonialismo" segundo o texto?;ambos são relacionados à dominação de um país por outro
10. Qual é a relação entre "imperialismo" e "expansionismo" segundo o texto?;ambos estão relacionados à ampliação do território e influência de uma nação
pergunta;resposta
Qual é a origem etimológica da palavra "imperador"?;latim
O que caracteriza um império segundo o texto?;ser uma unidade política composta por vários territórios e povos
Como o texto descreve a criação de um império?;normalmente por conquista
O que distingue um império como uma "unidade política"?;ser composta por vários territórios e povos
Como se relaciona o centro e as periferias em um império, segundo o texto?;o centro exerce controle político sobre as periferias
Qual é o significado de "imperium Romanum" segundo o texto?;parte do mundo sobre a qual Roma governava
Qual característica define um império como descrito no texto?;ser uma unidade política composta por vários territórios e povos
O que o conceito de "imperialismo" pode representar como categoria de análise?;uma forma de entender relações de poder entre nações
O que o texto sugere sobre a relação entre "imperialismo" e "colonialismo"?;ambos estão relacionados à dominação de um país por outro
O que o texto sugere sobre a relação entre "imperialismo" e "expansionismo"?;ambos estão relacionados à ampliação do território e influência de uma nação
