pergunta;resposta
Jacksonville, Florida;Quase 950 mil habitantes  
Quando Jacksonville foi fundada?;1791  
Localização geográfica de Jacksonville?;Na margem do Rio St. Johns, a 110 km da fronteira com a Geórgia e a 300 km de Miami  
Significância histórica de Fort Caroline?;Foi uma colônia francesa em 1564  
Recorde de temperatura mais alta em janeiro?;85°F  
Quando foi realizado o Super Bowl em Jacksonville?;2005  
Nome oficial de Jacksonville?;City of Jacksonville and Duval County  
Recorde de temperatura mais baixa em fevereiro?;10°F  
Área terrestre de Jacksonville?;1.935.498.000 pés quadrados  
Posição no ranking populacional nos EUA?;1º
