pergunta;resposta
Qual é o principal objetivo da geologia?;Estudar a estrutura, composição e processos que moldam a Terra
Quais são os três tipos principais de rochas?;Rochas ígneas, sedimentares e metamórficas
O que é a teoria da tectônica de placas?;Explica que a crosta terrestre é formada por placas que se movem lentamente ao longo do tempo
Quais são as eras principais da escala geológica do tempo?;Era Paleozoica, Mesozoica e Cenozoica
Como são formados os vulcões?;Pelo acumulo de magma no interior da Terra que, ao subir, causa erupções
O que causa terremotos?;Movimentos repentinos das placas tectônicas que liberam energia acumulada
Quais são os principais agentes de erosão?;Água, vento, gelo e agentes químicos
O que são minerais?;Substâncias naturais, inorgânicas e com composição química definida
Como se forma o petróleo?;Pelo decomposição de organismos marinhos sob pressão e calor ao longo de milhões de anos
O que é um depósito mineral?;Concentração natural de minerais em uma rocha que pode ser explorada comercialmente
