pergunta;resposta
O que é o direito da União Europeia?;um sistema de regras que opera nos estados membros da União Europeia  
Qual é o objetivo principal da União Europeia?;promover a paz, seus valores e o bem-estar de seus povos  
Quais são as instituições da União Europeia?;instituições políticas, sociais e econômicas  
Quem é um especialista em direito da União Europeia?;John Bell  
Qual é a principal fonte do direito primário da UE?;Tratados que instituem a União Europeia  
O que afirma o Tribunal de Justiça da UE sobre sua ordem jurídica?;uma nova ordem jurídica de direito internacional  
Quais são as disciplinas relacionadas ao direito da UE?;Law of the European Union  
Qual é o nome de uma revista que atua na disciplina do direito da UE?;Common Market Law Review  
Quem é uma subdisciplina do direito da UE?;Henry G. Schermers  
Quais são os modelos de página wiki utilizados para o direito da UE?;Template:Redirect category shell, Template:R from word rearrangement, Template:R from move
