pergunta;resposta
Um importante grupo religioso que se destacou na Revolução Francesa era o Huguenote;a comunidade protestante francesa
Huguenotes tinham grande influência no governo da França antes de 1685;verdade
O termo "huguenote" é uma afronta que foi proibida por edital do Papa Gregório XIV em 1597;a comunidade protestante francesa era nomeada como Huguenotes
Huguenotes foram perseguidos sob o decreto de Nantes;verdade
O Huguenote é um termo que pode ser considerado ofensivo e antissemita;false
Em 1539, a Confissão de Vienne foi uma tentativa de unificar protestantes da França;a comunidade protestante francesa não estava em busca de uma confissão única naquele momento
Huguenotes eram predominantemente cristãs protestantes que se opunham ao catolicismo;verdade
Os Huguenotes desempenharam um papel significativo nas revoluções europeias e americanas;a comunidade protestante francesa não desempenhou esse papel
A perseguição dos huguenotes na França levou a revoltas populares durante o século XVII;verdade
Huguenote é uma palavra de origem francesa que significa "gatuno";false
