pergunta;resposta
1. Qual é a capital da Polônia?;Varsóvia
2. Em qual rio está localizada Varsóvia?;Vístula
3. A que distância Varsóvia fica da costa do mar Báltico?;cerca de 260 km
4. Qual é a população de Varsóvia em 2012?;1 716 855 habitantes
5. Qual é a classificação da cidade de Varsóvia pela The Economist Intelligence Unit em 2012?;32ª cidade mais habitável
6. Qual é a agência da União Europeia para a segurança das fronteiras externas com sede em Varsóvia?;Frontex
7. Qual é o lema de Varsóvia?;Semper invicta
8. Em qual evento histórico Varsóvia foi o local da Levante do Gueto?;1943
9. Qual é o nome do teatro nacional em Varsóvia?;Teatro Nacional de Varsóvia
10. Qual é a quantidade média de precipitação em Varsóvia no mês de março?;29 mm
Replace question 9 with: "Qual é o sítio da UNESCO localizado em Varsóvia?;Centro Histórico de Varsóvia"
"Em que rio Varsóvia fica?;Vístula,"
1. Qual é a capital da Polônia?;Varsóvia
2. Em qual rio está localizada Varsóvia?;Vístula,
3. A que distância Varsóvia fica da costa do mar Báltico?;cerca de 260 km
4. Qual é a população de Varsóvia em 2012?;1 716 855 habitantes
5. Qual é a classificação da cidade de Varsóvia pela The Economist Intelligence Unit em 2012?;32ª cidade mais habitável
6. Qual é a agência da União Europeia para a segurança das fronteiras externas com sede em Varsóvia?;Frontex,
7. Qual é o lema de Varsóvia?;Semper invicta
8. Em qual evento histórico Varsóvia foi o local da Levante do Gueto?;1943
9. Qual é o sítio da UNESCO localizado em Varsóvia?;Centro Histórico de Varsóvia
10. Qual é a quantidade média de precipitação em Varsóvia no mês de março?;29 mm
pergunta;resposta  
Qual é a capital da Polônia?;Varsóvia  
Em qual rio está localizada Varsóvia?;Vístula,  
A que distância Varsóvia fica da costa do mar Báltico?;cerca de 260 km  
Qual é a população de Varsóvia em 2012?;1 716 855 habitantes  
Qual é a classificação da cidade de Varsóvia pela The Economist Intelligence Unit em 2012?;32ª cidade mais habitável  
Qual é a agência da União Europeia para a segurança das fronteiras externas com sede em Varsóvia?;Frontex,  
Qual é o lema de Varsóvia?;Semper invicta  
Em qual evento histórico Varsóvia foi o local da Levante do Gueto?;1943  
Qual é o sítio da UNESCO localizado em Varsóvia?;Centro Histórico de Varsóvia  
Qual é a quantidade média de precipitação em Varsóvia no mês de março?;29 mm
