pergunta;resposta
Now, format them as "pergunta;resposta" in CSV. Make sure no markdown, just plain text with semicolons.
Empire originates from the Latin term "imperium," meaning power or authority.;O termo "Império" deriva do latim "imperium," que significa poder ou autoridade.  
What are the key characteristics of an empire according to the context?;Uma característica principal é ser um território amplo e não contíguo, composto por povos diversos, governado por um imperador ou oligarquia.  
How is the structure of an empire described in the text?;A estrutura de um império é dividida entre um centro dominante (metrópole) e periferias subordinadas, criado por conquistas.  
What role does the center play in an empire?;O centro (metrópole) exerce controle político sobre as periferias, mantendo a unidade do império.  
What does "Imperium Romanum" refer to?;Refere-se ao território governado pelo Império Romano, com "imperium" significando "território" em latim.  
How are empires typically formed, as described in the context?;Os impérios são formados por meio de conquistas, criando uma unidade política com centros e periferias.  
What is the significance of the term "imperium" in Latin?;No latim, "imperium" significa "território" e é a origem do termo "Império."  
What are the components of an empire's structure?;Os componentes incluem um centro dominante (metrópole) e periferias subordinadas, unidas por controle político.  
According to the context, what distinguishes an empire from other political entities?;Um império é distinto por sua estrutura de centro-periferia e formação por conquistas, não apenas por tamanho territorial.  
What is the definition of an empire provided in the text?;Um império é uma unidade política com territórios diversos, governados por um centro central, frequentemente formado por conquistas.
